,ESGU,EAGG,ESGE,ESML,SUSB,ESGD,SHY,SUSA,GOVT,MBB,SUSC,mu,sigma_p,Realized_r_t,Target_vol
0,4.8511990214028286e-08,2.4608307777651333e-08,2.3327403549459053e-08,0.0024113178940824444,2.5309846292046475e-08,1.4761967847513461e-08,0.9975882840740983,6.002024810939555e-08,1.8649011411648944e-08,1.6593570603987003e-07,1.690734086767106e-08,0.003966354295087395,0.0041998833390232675,-0.0022153696586710734,0.014433756729740645
0,6.249479010477487e-07,9.478338253108359e-07,0.008429687044758001,0.008866839474940102,0.44002846935682677,1.102484965357531e-06,0.5426686019945771,5.732097789767782e-07,1.4614456163773155e-06,1.1209394482450615e-06,5.712673632236482e-07,0.000683041461759039,0.0035395391197028613,0.0021727707010591357,0.014433756729740645
0,0.01614602896540768,1.1762141073774063e-05,5.896832232231376e-07,3.6287590690527084e-05,0.7309649293913253,2.1289229052379244e-06,0.19699918851783035,3.4278601687537257e-06,1.0712033699867787e-05,4.485621902084191e-06,0.05582045927177403,0.00041174604305430133,0.0033100646872317135,0.0007945777664563032,0.014433756729740645
0,1.2646103396751964e-08,2.2876253818671916e-08,5.104802664013671e-09,0.0023492330571819,2.3406780290161928e-08,9.433516669599792e-09,0.9976505989224276,1.5665247473564247e-08,2.3064100088613188e-08,4.410137107596524e-08,1.172221336721964e-08,0.004209149919063119,0.005185274013397708,-0.0011505491567253678,0.014433756729740645
0,2.0721282016936294e-09,6.6142861604634145e-09,2.077076152023931e-09,8.406394006854697e-10,0.01732748940903106,1.597400892535099e-09,0.9826724745519188,2.0618056012195973e-09,5.133663478307301e-09,1.1298964352713435e-08,4.343079446146022e-09,0.0033247281315779338,0.005006965734171125,0.005193907598687345,0.014433756729740645
0,2.5155366128178297e-08,9.46153089015984e-08,1.075407334443965e-08,0.00852097375301078,0.47132937441310624,2.40680748842082e-08,0.33036917344450106,2.189248410861674e-08,0.18978022323025656,2.9580646668353066e-08,4.9093170401663893e-08,0.001759630472287091,0.004605680907779393,0.0017153767456367798,0.014433756729740645
0,8.299659835830029e-10,4.099898791083911e-10,4.637119886991802e-10,4.66482489435125e-10,2.1767192240710237e-09,4.6036465010909864e-10,0.3213707675144724,1.4601694447328182e-09,2.3277907616646767e-10,0.678629225561977,4.233925933421996e-10,0.0041078997848195235,0.009549540577071098,-0.00028636938569223924,0.014433756729740645
0,1.1405395210183517e-07,6.464565457179158e-07,8.041141080158092e-08,9.962916944720177e-08,0.1363806536473,5.672436509029324e-08,0.5742261764269715,1.1558891121803906e-07,0.2893908920855772,2.405238487468171e-07,9.244519487522356e-07,0.0012775490819753835,0.004038931650258321,0.0020927241416869875,0.014433756729740645
0,4.511116132706399e-09,2.958129045331652e-08,2.1668858286357575e-09,3.954194527648532e-09,0.13636372146185594,2.644735744397569e-09,0.6911057019858825,4.468123252847855e-09,0.1725304671448432,1.4189781826058234e-08,4.789129076470711e-08,0.0012424944143592516,0.003745991476951418,0.0027236215369799534,0.014433756729740645
0,2.1181141383006046e-08,1.9599034992586336e-07,1.2888494010045961e-08,1.934722350282161e-08,0.13636370929331623,1.3878898385657182e-08,0.414089314196519,2.1661831758833688e-08,0.4495463530201599,9.517388437712575e-08,2.433681826332564e-07,0.001156529921417071,0.004826476878690715,0.00027761684203693026,0.014433756729740645
0,3.2364843853616107e-07,3.022261550651027e-07,0.004824990185006409,0.006714486940898996,0.3651071415725359,3.7281902462215547e-07,0.6233508545450492,2.7068475953385526e-07,3.7194082217905816e-07,7.060748813136681e-07,1.793624268478367e-07,0.00018700396249321462,0.0034299615519616093,0.002104815103931238,0.014433756729740645
0,0.001788797825647814,3.2638012512469253e-06,3.3754185588443734e-07,0.0042227647729809175,0.5225209942668559,1.382581427858952e-06,0.3806912348421205,1.5368350359837256e-06,2.3554081688703707e-06,1.0482903296280997e-06,0.0907662838343258,0.0004628777042974373,0.003259517479471869,0.0006964832654884201,0.014433756729740645
0,7.335913561182362e-07,5.39158678315849e-08,2.9439225957167174e-08,3.792448958170388e-08,1.4808783609202477e-07,9.948365704806697e-07,4.227786648036896e-06,0.007228960438859664,4.148679577071779e-08,0.9927647442776025,2.8214740305773218e-08,0.0025017443297217453,0.005812348548521455,0.004956189703637346,0.014433756729740645
0,2.6292081067644214e-10,6.743127451448094e-10,2.1993848913582258e-10,4.085915662670566e-10,2.5538334860049026e-09,2.9383566692576044e-10,0.16746825345687327,3.081693741230586e-10,5.213719210028484e-10,0.8325317409240556,3.760982177159779e-10,0.0031001806704791957,0.005468108100823339,0.006827291398736893,0.014433756729740645
0,0.022239857921290074,7.512369839699435e-07,2.9067118561621605e-08,2.935124105121311e-08,0.6866347182019942,7.027922390425201e-08,0.25149225167002875,1.4595715775460937e-07,3.1147128503416753e-07,2.877002447114154e-07,0.03963154714343164,0.000995670260961272,0.0033032432490022797,0.0012433931749197954,0.014433756729740645
0,7.521300181616808e-08,1.2707013909096727e-06,9.827073847105999e-08,6.830201064242497e-08,0.7611230096223113,1.0906132071216739e-07,0.20813985604892277,7.757583038428028e-08,6.081467912544109e-06,5.03028936040831e-07,0.0307288507076245,0.00021670809476661957,0.003749046695723451,0.000626750665598457,0.014433756729740645
0,5.705042510500455e-08,2.6788415126868513e-06,4.7960383493789987e-08,4.405896007675405e-08,0.8669696394428273,7.708747391189167e-08,0.11020245444362184,5.825144632458696e-08,3.8814296579049335e-05,1.4214737468815827e-06,0.022784707093032187,0.0009696582092461481,0.0033397399122495858,0.00114352441106261,0.014433756729740645
0,8.840436755264042e-08,2.1660524688609534e-06,6.913165518101252e-08,8.35534518876393e-08,0.5244616543277232,1.1927716597943739e-07,0.45193792632962887,9.023727472332875e-08,0.02307577006877051,3.380079852877827e-07,0.0005216946095071176,0.0005992442714352144,0.003550364623128346,0.0012860891148486727,0.014433756729740645
0,7.913797058334058e-08,1.922423348374119e-06,5.971812480578502e-08,5.7329072299626913e-08,0.8870544698876274,7.664453339279764e-08,0.06612472999941624,8.30981804058728e-08,0.04679455043662635,4.572958282137693e-07,2.351402927874546e-05,0.0005199891565445142,0.0042426551359040455,0.0006442391478055902,0.014433756729740645
0,1.512337588191396e-08,3.8316109444858356e-07,1.6567673477951646e-08,1.1748009283509362e-08,2.6786432047382706e-06,2.1486245264753932e-08,0.46817721080251656,1.5815401938616712e-08,0.010289724273540109,1.2860819625601683e-07,0.52152979377074,3.768089573179072e-05,0.005978676571654614,0.001418000000719496,0.014433756729740645
0,0.004334158487700313,5.165268923487395e-08,1.2025906107766601e-07,1.6709914611852623e-07,1.0626570533295684e-07,7.54041988347854e-08,0.9956649633875393,8.081337548036065e-08,4.5765030460673754e-08,2.0111338699498232e-07,2.975214580579206e-08,0.0018202412458588001,0.0035820417592505914,0.00017275374721409883,0.014433756729740645
0,3.76921931078551e-09,8.280523661365344e-09,3.066706388105843e-09,1.1920339429383236e-09,0.008535343686138182,5.0029211057009146e-09,0.9914646044251065,3.68457032648669e-09,9.214586677074645e-09,8.196060209543931e-09,9.482132980347323e-09,0.0038665869244278125,0.004881178574469909,0.0001960000068268825,0.014433756729740645
0,5.221272982468336e-09,3.5330143571572544e-09,2.220910846665143e-09,3.583761940050893e-09,0.0016689010877118874,3.1372129356129926e-09,0.7788285492515195,4.9689987290868055e-09,3.2630000673960984e-09,0.219502521160369,2.5722185174226575e-09,0.003626007857523343,0.006391813485132104,-0.0010374400964869232,0.014433756729740645
0,4.089405426616123e-09,2.171189762217041e-08,4.605297013700466e-09,1.3948760710324816e-09,0.004879046958090667,4.513639761130987e-09,0.7808495719778196,4.511661903706941e-09,2.750193961666082e-08,0.21427130131538416,1.1419985877292047e-08,0.0037588625095453304,0.0050848218793852,-0.00022212785249179016,0.014433756729740645
0,1.4896674136790093e-07,1.3008780166835967e-06,1.0857047182606532e-07,1.4327276574169867e-07,0.23095470374382263,1.1463064526266077e-07,0.5661590426985801,1.4997597934711966e-07,0.2028812384707302,4.5204619564619047e-07,2.596746051528802e-06,0.0015486021147521278,0.0035229072415782015,-0.00140845702739721,0.014433756729740645
0,4.012204099941718e-09,7.098075213969365e-08,3.6953183821171215e-09,4.0091395190679536e-09,0.09500646604862516,3.55691310923423e-09,0.21492645191384555,3.997108426014006e-09,0.6200777626935701,2.1404196694408202e-08,0.06998920768832512,5.5334166030703e-05,0.005535215415028739,-0.0022783642954500804,0.014433756729740645
0,3.4177227684679777e-09,6.286546750046213e-08,3.912633338321338e-09,3.0612459923727333e-09,0.13636332213550237,3.334138572516045e-09,0.18918618885767974,3.282660277234492e-09,0.6744497265527544,2.1392189994079e-08,6.61188006329836e-07,0.0003865915084215356,0.004919893507943779,0.0029086717837775652,0.014433756729740645
0,2.5700202602035546e-08,3.694324597089514e-07,2.774425487765658e-08,2.4831025113829582e-08,0.13636531564004503,2.1648777724812084e-08,0.6661293093125933,2.5790393197992913e-08,0.197503991866525,1.489297327503396e-07,7.391039913380738e-07,0.0007073422931313557,0.003484763892865572,0.0007763104019740392,0.014433756729740645
0,1.0990443948426621e-07,1.1314578857690412e-06,7.630859553778863e-08,9.810125469572832e-08,0.13643208372792448,7.690329086613299e-08,0.6873821307796499,1.0924869128159665e-07,0.1761805400268595,3.4579018469374154e-07,3.2977512233469233e-06,0.000865884976483129,0.003665718937443837,0.0019994810799225894,0.014433756729740645
0,1.2714925004652818e-07,1.242780574415307e-06,8.941672920892225e-08,1.1310688413628678e-07,0.26472529769736514,1.3287632376939286e-07,0.7198264006723212,1.2905133812025585e-07,0.01544448276488499,5.311622215603499e-07,1.4533221073071201e-06,0.0013324745922413247,0.003081575471653489,-0.0009404237048194109,0.014433756729740645
0,3.070182343559437e-08,4.481256315621845e-07,5.397585829117394e-08,2.6756262457119947e-08,0.1363613600918883,2.5127537674126192e-08,0.12537758468784724,3.03886870021141e-08,0.7382553350079127,1.301589954553376e-07,4.9749775561252085e-06,0.0003741615192031512,0.005136214961329235,-0.007543193531199302,0.014433756729740645
0,1.6530904125266138e-08,2.79954801977954e-07,1.2834957441531663e-08,1.5234620421378144e-08,0.13636381046230642,1.4553182865277276e-08,0.23198322068841226,1.6364448998595614e-08,0.6316522678530745,1.3256979357978936e-07,2.1295349907524178e-07,0.0004905363709272158,0.005849853409647502,-0.00087130196015585,0.014433756729740645
0,3.0251455912901624e-08,6.083311914907883e-07,3.4841528482275166e-08,2.4980051427171638e-08,0.13636501041883956,2.857936112634166e-08,0.1218218986830955,3.078477915893502e-08,0.7418099240642589,1.8357224639786825e-07,2.225493195282775e-06,7.364339292743152e-05,0.006047754742903747,-0.0037624157572143948,0.014433756729740645
0,7.364370227357151e-09,1.4806040663339974e-08,5.3562511237701035e-09,1.3687493506544121e-08,0.01137849039768609,5.077647954774684e-07,0.9886208992720498,1.1941768663606122e-08,1.2997529901034339e-08,2.495131063119071e-08,1.1460699699845955e-08,0.0039246483283772084,0.004826765579501505,0.002217088335798834,0.014433756729740645
0,1.2834804332549293e-08,2.1107085046544157e-07,1.1239336981388468e-08,1.4328311357910125e-08,0.13636368706656918,1.1583879645573851e-08,0.24752630440685067,1.3284688942373617e-08,0.6161088784602191,7.78389923334835e-08,7.778854976282791e-07,0.0006426248909425239,0.005249085136746221,0.002251437437529457,0.014433756729740645
0,9.673000956707343e-08,5.984820775174609e-08,2.122322097965607e-08,0.0035459489115344757,6.219263609319665e-08,8.606847841806273e-08,0.996453453057044,1.0430085383972656e-07,5.888991399267316e-08,6.894425015903441e-08,3.9833822871332695e-08,0.003560217912370632,0.004639036879255596,0.001066989839041901,0.014433756729740645
0,0.006394167960627984,1.2705197918276562e-07,7.373546363387837e-08,0.00011272073726850108,0.0003355455835165102,0.0094323343080152,0.983724118908283,5.151598403826625e-07,1.536717044283664e-07,1.6494655622257692e-07,7.79367071027483e-08,0.0025181200032359124,0.004163316028454748,-0.0016450050169957626,0.014433756729740645
0,9.361354379229542e-09,7.0174546450374294e-09,2.1747699053956573e-09,1.4734148216306138e-07,0.011919863052255588,1.1126768417893958e-08,0.9880799319845801,8.715705901434934e-09,8.24932839852027e-09,7.0402812387409e-09,3.936017926181191e-09,0.0028695881112591826,0.004845353991224896,0.002471806801681651,0.014433756729740645
0,4.964048776092821e-09,2.373656624975393e-08,1.1655675346376107e-08,0.0017884784140289808,3.6465941477072906e-08,1.1262144409939508e-08,0.9982113317080336,7.92374044691867e-09,3.363501668307524e-08,4.7552776825721906e-08,1.2682033027217873e-08,0.0035309595756943626,0.003974554239689066,0.0002050642519099582,0.014433756729740645
0,-1.2780705518472186e-11,2.5937798395105356e-10,-1.9799058333515508e-11,-1.611329002716981e-11,1.589655194250144e-10,-2.4163042812249733e-11,1.8498022583659867e-10,-1.0967903486429752e-11,1.2136283949518902e-09,5.7261959728988404e-11,0.9999999982095876,0.00044919420196440753,0.0107505517970915,-0.0010672770743190823,0.014433756729740645
0,1.5271584550710292e-08,4.5795999165062114e-09,1.8093670433479564e-09,0.002235371068867854,1.1151967078666144e-08,3.509790718435026e-08,0.9977645155261234,1.9119322222424533e-08,2.64499237246802e-09,1.881992507138456e-08,4.910340443462874e-09,0.0036579529077791855,0.003906971457509327,0.0009610104088709376,0.014433756729740645
0,1.1387787711973526e-08,3.8681689070746803e-07,1.5148215132379266e-08,1.0557476937853975e-08,0.48407056583467073,1.8478833715220376e-08,0.37003105199846253,1.1543018237670143e-08,0.14589774823480806,6.311411977964265e-08,1.1688571606751698e-07,0.0015642685138975343,0.00426112942059138,0.0023240518262539842,0.014433756729740645
0,2.731654959758439e-08,1.2723281673408024e-08,3.384662922134171e-09,0.005380277633565687,2.0937869794843025e-08,1.597886052820239e-09,0.9946196000633769,9.265666140273357e-09,1.4818893452922275e-08,2.7324552609900953e-08,4.933708759773354e-09,0.002961226849759252,0.004651438822061036,-0.0005212948856828721,0.014433756729740645
0,2.8263852674830644e-09,2.919151571012353e-08,1.5313479210946608e-09,3.089264408467187e-09,0.07040322951841728,1.6049642559569113e-09,9.707607798831056e-08,2.8178252911528386e-09,0.8179712623750289,8.355632138890066e-09,0.11162536161354113,0.00027733227468509046,0.007044372306818972,-0.0008977681885646852,0.014433756729740645
0,2.7441429479428227e-08,3.3740354221893046e-07,2.0796540423882554e-08,2.5050551711832668e-08,0.13636392186251456,2.0787827498243085e-08,0.6673834378475707,2.694259091436759e-08,0.1962508293404809,1.1057369479038511e-07,1.2419532569934856e-06,0.0013331474687314788,0.0033541360985232392,0.0037119880956883737,0.014433756729740645
0,7.481363422371354e-08,1.249901156420114e-06,7.794744650263735e-08,6.115451039657646e-08,0.593514396223006,1.0089027225493833e-07,0.39291306371446416,7.898029394338441e-08,0.013568892201226413,5.655948529731633e-07,1.4385791367960805e-06,0.0010826544735836117,0.00282526664539052,0.00024905221109517757,0.014433756729740645
0,6.456011474207023e-08,1.4610805478143234e-06,7.035135024948076e-08,5.8059324979208867e-08,0.6923088781737221,8.512220153630182e-08,0.28313090652760226,6.638388016030634e-08,0.014939757482358583,5.171519744826517e-07,0.009618135106923057,0.000718901010754699,0.0029503639849376415,0.0016182916708640314,0.014433756729740645
0,7.228102926465772e-08,1.5092665718696998e-06,5.8342457439128373e-08,5.646010752519338e-08,0.8021535690192546,1.0775425092332761e-07,0.16385982529931337,7.491000473900447e-08,0.03398001917891175,5.628140940435062e-07,4.144674004533757e-06,0.00028501977295593343,0.003337891925606358,0.0013183858050430037,0.014433756729740645
0,0.00625387136225457,1.8436512626038628e-08,1.515111142270683e-08,1.1510471144024716e-08,4.503715105888767e-08,4.393139789923579e-08,3.593296476403429e-07,7.144878411291286e-08,1.3052649233877702e-08,0.9937455418760345,8.863982296580991e-09,0.0026985840557015124,0.005590469697836932,-0.002061632024641182,0.014433756729740645
0,2.0795577892192456e-08,3.86687429141494e-07,1.5395807810511066e-08,1.4301071941791955e-08,0.9218078630972696,2.7049265939805218e-08,0.06417769367786098,2.223098268915646e-08,9.932068405393945e-07,1.0844627900207671e-07,0.014012855111614523,0.0006041677443462778,0.0036692450492135623,0.0014422580330154483,0.014433756729740645
0,3.4433676375934285e-09,3.4482931895416653e-07,1.6220758802368602e-09,2.0533762937538122e-09,0.6122055494507367,3.941448463542385e-09,0.33431922924775964,3.6181905196846243e-09,0.03914642547829469,4.4939611869092434e-08,0.014328391375818776,0.0008090290267281198,0.0035811353356580925,-0.00117070411556594,0.014433756729740645
0,0.0170983802379203,2.988691048794468e-05,8.222973636492267e-07,2.9947665121931787e-06,0.844521961275798,1.9819321756750924e-06,0.09243002308393698,1.1819345877663487e-05,0.0002876837525087658,5.825028944975075e-06,0.045608621368471436,0.0001937611938248268,0.0025772569666852865,0.000920601664439127,0.014433756729740645
0,4.935033539048075e-07,1.5524242751625662e-08,5.0224529862905855e-08,0.0045830948901717265,3.0291715352551844e-08,1.3443605810211083e-08,4.8774859115766226e-08,0.01254663907414767,1.3221343735167756e-08,0.9828695936567143,7.395314666186075e-09,0.002687908810750173,0.005639333537757824,0.0005100325537945464,0.014433756729740645
0,1.9847947050733134e-06,2.5346127893627075e-06,4.831880200197045e-07,0.0204965424016571,0.6151191020784862,2.33560114158182e-07,0.2927062247521188,5.183549419761222e-06,1.1312993165416443e-06,4.381035273173406e-07,0.07166614165984529,0.0004038443949037998,0.0030301809935831415,0.001252203217604217,0.014433756729740645
0,8.532400013194644e-08,1.6073712523209757e-06,8.395588881733389e-08,7.226893477905145e-08,0.774003626509935,1.0347519843434807e-07,0.1903451372547729,9.034291603703768e-08,6.229359283859649e-05,5.873134479457545e-07,0.035586312590815225,0.0003565621701933997,0.0033993341249587664,0.000850877962481464,0.014433756729740645
0,5.2454330429450343e-08,4.974934993448862e-07,3.7939265329204366e-08,4.8894020764709154e-08,1.5831444973582724e-06,3.40229470985419e-08,0.5316037651796744,5.2893326224083215e-08,0.1924976961817851,1.613863766821899e-07,0.27589607041027353,0.0004950118433014642,0.005010295638449525,0.002041029417810338,0.014433756729740645
0,7.595656180196376e-08,1.1776296602704839e-06,7.186293593328647e-08,6.367853896770113e-08,0.136380588832802,7.673842625546997e-08,0.611944764979139,7.711109925797344e-08,0.25166782232666696,3.8103947415215737e-07,4.899844700335015e-06,0.0011980039386081621,0.003986541982187299,-0.0003949850156525527,0.014433756729740645
0,2.020768954888319e-08,4.280352348925818e-07,1.838744211965404e-08,1.839178393723482e-08,6.357799485946185e-07,1.848300885307255e-08,0.2866882247620995,1.9524845586395302e-08,0.4059117806644283,1.0567522144186918e-07,0.3073987300882936,0.0005178627016093769,0.007053708292196919,0.004339718223643093,0.014433756729740645
0,4.644860974793442e-08,5.549332553345565e-07,4.611694279560784e-08,4.677955891538595e-08,0.1363644707745082,3.8840572384362454e-08,0.7496897105290276,4.586474416899391e-08,0.11394354206530888,1.9131674082626479e-07,1.3063307310164859e-06,0.001308489772998836,0.0028399348795833143,-0.001234925416818482,0.014433756729740645
0,1.6718482041433382e-07,3.0138390101445814e-08,1.8540967370390385e-08,0.005830727428752268,1.301945545753617e-07,4.1519898444359014e-08,0.9941685657885162,1.9048638131410034e-07,5.033724402621467e-08,6.678661922126865e-08,1.159384711189946e-08,0.002774844203355311,0.00428712354582373,-0.0023836782775827218,0.014433756729740645
0,0.009688147367033564,2.629981299842303e-09,6.605465855949263e-10,1.1601924269373599e-08,0.006853648325268189,1.1811651479316478e-08,0.983455466581486,2.7009990134645016e-06,2.232134835503674e-09,6.090743838355341e-09,1.700215186164376e-09,0.0025171182403481234,0.004523079709512774,-0.002141951335913389,0.014433756729740645
0,1.5772692031114074e-10,6.554001433057257e-10,1.1781246987999134e-10,1.2138261641250299e-10,7.728989389155861e-10,2.221887985550371e-10,0.09276455476327881,1.6258072012319813e-10,8.616938974513821e-10,0.9072354418880171,2.7703022238460493e-10,0.0033572760205931836,0.010884590941885534,0.023080509097972577,0.014433756729740645
0,3.484448064605839e-08,8.412819282942226e-07,4.428918678151024e-08,3.45111019789282e-08,1.633832438597725e-06,2.7325546209865684e-08,0.4136493265267671,3.43863352615002e-08,0.05501059381874852,1.5530626389560706e-07,0.5313372738772026,0.0004987234747234726,0.006235039588744509,0.0004903059201697113,0.014433756729740645
0,4.972808625991924e-08,8.18465678726016e-07,7.485144632489943e-08,4.956605806166488e-08,0.1363909959872981,3.7252855962397325e-08,0.5574671994889222,4.840471332248263e-08,0.3061351234096882,2.3357739010178473e-07,5.369267863151384e-06,0.0011959101764273956,0.00369180633202946,0.0011407679281691702,0.014433756729740645
0,1.1107774135450117e-08,0.5472105315622219,1.4487040000765459e-08,8.908885621250944e-08,0.19416859568826092,1.0410332696222526e-08,0.21388714526483296,1.1962041575511075e-08,2.8752066148399895e-07,3.726406676860719e-08,0.04473326564391016,0.00016068001116942694,0.005959496893806122,0.00033084050690385965,0.014433756729740645
0,0.0103295238658429,2.1623926701817248e-07,7.312666411548295e-08,1.123041682420579e-07,1.3422331622429706e-06,6.784498933669439e-08,0.9896673919020743,5.339830739403823e-07,1.93718474581941e-07,4.44368402736837e-07,1.0041374727068847e-07,0.0029414747786840625,0.004581291051692773,-0.0009820899564308317,0.014433756729740645
0,8.775422786438031e-08,5.646654709196866e-07,5.6767023231331076e-08,6.988138500788413e-08,0.1756978293221879,6.145434350848218e-08,0.8204097566417028,8.704557060781642e-08,0.003890728827270072,2.758991291990568e-07,4.817416886457522e-07,0.0015242511974812622,0.002707476455614925,0.005195989472547136,0.014433756729740645
0,1.627298826308412e-09,4.3437629575810145e-08,2.182307645728053e-09,1.5228778114250363e-09,1.450540895395296e-07,1.4829846424903287e-09,0.46200143806368665,1.6895264777758192e-09,0.11190608698770188,8.03197016523009e-09,0.42609226991992716,5.004379029761841e-05,0.0057624917906190535,0.0006198586115885654,0.014433756729740645
